address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,type,ContainBakeries
951 Liberty Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",_XlO-uEB3ZMA19Q8Ljbipw,"['Food', 'Restaurants', 'Vegetarian', 'American (New)', 'Cafes', 'Bakeries', 'Juice Bars & Smoothies']",Pittsburgh,"['Monday 7:0-16:0', 'Tuesday 7:0-16:0', 'Wednesday 7:0-16:0', 'Thursday 7:0-16:0', 'Friday 7:0-16:0']",1,40.443476602,-79.9961047049,Umbrella Cafe,Downtown,15222,57,4.5,PA,business,1
601 Woodward Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'WheelchairAccessible: True']",w6bRFK2rsO4dRb6xhw_TtA,"['Food', 'Bakeries']",McKees Rocks,"['Monday 5:0-22:0', 'Tuesday 5:0-22:0', 'Wednesday 5:0-22:0', 'Thursday 5:0-22:0', 'Friday 5:0-22:0', 'Saturday 5:0-22:0', 'Sunday 5:0-22:0']",1,40.4713753,-80.0709775,Mancini's Bakery,,15136,14,4.5,PA,business,1
2000 Village Run Rd,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",UdHRPszFOKuVs_8ZplzUhA,"['Bakeries', 'Food']",Wexford,"['Monday 7:0-21:0', 'Tuesday 7:0-21:0', 'Wednesday 7:0-21:0', 'Thursday 7:0-21:0', 'Friday 7:0-22:0', 'Saturday 7:0-22:0', 'Sunday 8:0-21:0']",1,40.6329669015,-80.0569546223,Bartram House Bakery,,15090,72,3.5,PA,business,1
979 Greentree Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",N_k0rBm3OcJlAexLlhGRiw,"['Bakeries', 'Bagels', 'Food']",Pittsburgh,,1,40.4184713,-80.0454038,Einstein Bros Bagels,Greentree,15220,17,2.5,PA,business,1
5253 Brownsville Rd,"['BikeParking: False', 'BusinessAcceptsCreditCards: True']",t0jV5bO_6jydjEONI_xDDw,"['Food', 'Bakeries']",Pittsburgh,"['Monday 6:0-18:0', 'Tuesday 6:0-18:0', 'Wednesday 6:0-18:0', 'Thursday 6:0-18:0', 'Friday 6:0-18:0', 'Saturday 6:0-17:0', 'Sunday 6:0-14:0']",1,40.3422359,-79.9851985,Dave's Terrace Bakery,,15236,8,2.5,PA,business,1
7217 McKnight Rd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",7Qpn2DvgIUpOJQdI4DXETQ,"['Sandwiches', 'Food', 'Bagels', 'Breakfast & Brunch', 'Bakeries', 'Soup', 'Salad', 'Restaurants']",Ross Township,"['Monday 6:30-21:0', 'Tuesday 6:30-21:0', 'Wednesday 6:30-21:0', 'Thursday 6:30-21:0', 'Friday 6:30-22:0', 'Saturday 6:30-22:0', 'Sunday 7:0-20:0']",1,40.537139,-80.013116,Panera Bread,,15237,7,2.5,PA,business,1
120 Fifth Ave,"['BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",wjHw2vCIfu17exRWpFwk4g,"['Bakeries', 'Candy Stores', 'Desserts', 'Food', 'Specialty Food']",Pittsburgh,"['Monday 10:0-18:0', 'Tuesday 10:0-18:0', 'Wednesday 10:0-18:0', 'Thursday 10:0-18:0', 'Friday 10:0-18:0', 'Saturday 10:0-15:0']",1,40.4418129463,-80.0030452424,Katie's Kandy,Downtown,15222,5,3.5,PA,business,1
6520 Wilkins Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",E4uunCOBjqk57GzGbXyGpA,"['Food', 'Bakeries']",Pittsburgh,"['Tuesday 7:0-18:0', 'Wednesday 7:0-18:0', 'Thursday 7:0-18:0', 'Friday 7:0-18:0', 'Saturday 8:0-17:0', 'Sunday 8:0-14:0']",1,40.4442936,-79.9169098,Five Points Artisan Bakeshop,Squirrel Hill,15217,44,5.0,PA,business,1
2104 Murray Ave,"['BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",S-WbBty-kGOO3Fmwx3Jmlw,"['Coffee & Tea', 'Restaurants', 'Desserts', 'Bakeries', 'Food']",Pittsburgh,"['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 10:0-22:0', 'Sunday 10:0-22:0']",1,40.4333842482,-79.9231549469,Pink Box Bakery Cafe,Squirrel Hill,15217,60,4.0,PA,business,1
5837 Forbes Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', 'NoiseLevel: quiet']",w2tr0PA0b3tg8pId0kjM-A,"['Macarons', 'Restaurants', 'Food', 'Specialty Food', 'Bakeries', 'French']",Pittsburgh,"['Monday 8:0-20:0', 'Tuesday 8:0-20:0', 'Wednesday 8:0-20:0', 'Thursday 8:0-20:0', 'Friday 8:0-20:0', 'Saturday 8:0-20:0', 'Sunday 8:0-17:0']",1,40.438345,-79.921365,Gaby Et Jules,Squirrel Hill,15217,155,4.0,PA,business,1
8350 Perry Highway,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",ODIGLVb1FkessrUsBiIheA,"['Desserts', 'Food', 'Bakeries']",Pittsburgh,"['Monday 8:0-19:0', 'Tuesday 8:0-19:0', 'Wednesday 8:0-19:0', 'Thursday 8:0-19:0', 'Friday 8:0-19:0', 'Saturday 9:0-15:0']",0,40.5582901844,-80.0391316063,Baked From Scratch Cafe,,15237,4,4.5,PA,business,1
3511 Butler St,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'WheelchairAccessible: True']",wNnPxpAOCBk2N1KTJ2PDCw,"['Restaurants', 'Food', 'Bakeries', 'Cafes']",Pittsburgh,"['Monday 8:0-18:0', 'Tuesday 8:0-18:0', 'Wednesday 8:0-18:0', 'Thursday 8:0-18:0', 'Friday 8:0-18:0', 'Saturday 10:0-18:0']",0,40.464398,-79.966333,Dozen Bake Shop,Lawrenceville,15201,65,3.0,PA,business,1
7061 Steubenville Pike,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",3b2R0n1lyUSBB-itvB8Caw,"['Bakeries', 'Restaurants', 'Food', 'Gluten-Free']",Oakdale,"['Tuesday 8:0-18:0', 'Wednesday 8:0-18:0', 'Thursday 8:0-18:0', 'Friday 8:0-18:0', 'Saturday 8:0-15:0']",1,40.443294,-80.176414,Cafe Chocolade,,15071,39,5.0,PA,business,1
4885 McKnight Rd,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",RttisSZQkaRtR7vNZTTnXw,"['Food', 'Bakeries', 'Restaurants', 'Bagels', 'Sandwiches', 'Breakfast & Brunch']",Pittsburgh,"['Monday 5:30-19:0', 'Tuesday 5:30-19:0', 'Wednesday 5:30-19:0', 'Thursday 5:30-19:0', 'Friday 5:30-19:0', 'Saturday 6:0-18:0', 'Sunday 6:0-18:0']",1,40.529616,-80.010025,Bruegger's Bagels,,15237,8,2.0,PA,business,1
213 North Ave,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False']",RBiJRcNC7NoDf-XYMFrCBg,"['Desserts', 'Food', 'Bakeries']",Pittsburgh,"['Tuesday 7:0-17:0', 'Wednesday 7:0-17:0', 'Thursday 7:0-17:0', 'Friday 7:0-17:0', 'Saturday 7:0-14:0']",1,40.4812838,-79.9748789,Jean-Marc Chatellier's French Bakery,Millvale,15209,122,5.0,PA,business,1
311 S 2nd St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed: False', 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",HsK8jIl1WapeIld_z1_BDw,"['Food', 'Gift Shops', 'Party Supplies', 'Bakeries', 'Shopping', 'Flowers & Gifts', 'Event Planning & Services', 'Cupcakes', 'Florists', 'Wedding Planning']",Elizabeth,"['Monday 8:0-18:0', 'Tuesday 8:0-18:0', 'Wednesday 8:0-18:0', 'Thursday 8:0-18:0', 'Friday 8:0-18:0', 'Saturday 8:0-16:0']",1,40.2713759,-79.8880859,Barton's Flowers & Bake Shop,,15037,13,5.0,PA,business,1
225 Brownsville Rd,"['BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 2']",pvcavm_yprIRBAT24JiTRQ,"['Food', 'Bakeries']",Pittsburgh,,0,40.415053,-79.987206,Kullman's Bakery,Mt. Oliver,15210,3,3.5,PA,business,1
5825 Ellsworth Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",cqPrr2uDMLP9_cPbIiOSrA,"['Food', 'Bagels', 'Bakeries']",Pittsburgh,"['Monday 6:30-14:30', 'Tuesday 6:30-15:0', 'Wednesday 6:30-15:0', 'Thursday 6:30-15:0', 'Friday 6:30-15:0', 'Saturday 6:30-15:0', 'Sunday 6:30-15:0']",1,40.456737,-79.9301601,Bagel Factory,Shadyside,15232,33,3.0,PA,business,1
1824 Leishman Ave,"['GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'NoiseLevel: average', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsReservations: False']",EIJu1RpAf_mXTmFlf_G6Cg,"['Caterers', 'Pizza', 'Food', 'Italian', 'Restaurants', 'Delis', 'Bakeries', 'Grocery', 'Event Planning & Services']",New Kensington,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0', 'Saturday 9:0-17:0']",1,40.579389,-79.764132,Fazio's Pizza & Italian Food,,15068,5,4.0,PA,business,1
1711 Murray Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True']",IMU524Ze7yHf8gc7R-SYUA,"['Bakeries', 'Restaurants', 'Food']",Pittsburgh,,0,40.4376131,-79.9227079,Panera Bread,Squirrel Hill,15217,5,3.5,PA,business,1
2108 Murray Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 2']",U9KR7K5cdKy5kOr7UsG6EA,"['Desserts', 'Bakeries', 'Food']",Pittsburgh,"['Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 10:0-20:0', 'Saturday 10:0-20:0']",0,40.4333704,-79.923237,The Cake & Cookie Spot,Squirrel Hill,15217,19,5.0,PA,business,1
5222 Butler St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsTakeOut: True', 'WiFi: free', 'RestaurantsPriceRange2: 2']",x8WI_GkeGHGJCXggDm8flg,"['Food', 'Coffee & Tea', 'Bakeries', 'Desserts']",Pittsburgh,"['Wednesday 8:0-23:0', 'Thursday 8:0-23:0', 'Friday 8:0-23:0', 'Saturday 9:0-23:0', 'Sunday 9:0-21:0']",1,40.480908,-79.953732,The Butterwood Bake Consortium,Lawrenceville,15201,56,4.0,PA,business,1
5200 Brightwood Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",o9eVtV66qMtY0VmWyY2N9Q,"['Bakeries', 'Food']",Bethel Park,"['Monday 7:0-19:0', 'Tuesday 7:0-19:0', 'Wednesday 7:0-19:0', 'Thursday 7:0-19:0', 'Friday 7:0-19:0', 'Saturday 7:0-18:0']",1,40.3297456,-80.0302242,Bethel Bakery,,15102,50,4.0,PA,business,1
723 Washington Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",nuMmehPFS5kI1_C9bBlK5A,"['Bakeries', 'Coffee & Tea', 'Food']",Pittsburgh,"['Monday 7:0-22:0', 'Tuesday 7:0-22:0', 'Wednesday 7:0-22:0', 'Thursday 7:0-22:0', 'Friday 7:0-23:0', 'Saturday 7:0-23:0', 'Sunday 7:0-22:0']",1,40.3794574,-80.0448109,Uptown Coffee,,15228,49,4.0,PA,business,1
300 Mount Lebanon Blvd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 3', 'RestaurantsTakeOut: True']",d6Skwa65ZxoO0NCBbzKlhA,"['Food', 'Bakeries']",Pittsburgh,"['Tuesday 7:0-19:0', 'Wednesday 7:0-19:0', 'Thursday 7:0-19:0', 'Friday 7:0-19:0', 'Saturday 7:0-17:0', 'Sunday 7:0-15:0']",1,40.368716,-80.034629,Graham's Bakery,,15234,11,3.5,PA,business,1
5906 Bryant St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly: False', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",i7TFQpKD-xBFkJTea9LASQ,"['Food', 'Event Planning & Services', 'Bakeries', 'Caterers', 'Specialty Schools', 'Education', 'Cooking Schools']",Pittsburgh,"['Wednesday 10:0-18:0', 'Thursday 10:0-18:0', 'Friday 10:0-18:0', 'Saturday 10:0-18:0']",1,40.4754755,-79.9196258,Food Glorious Food,Highland Park,15206,43,4.5,PA,business,1
1923 Murray Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly: True', 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",VhEWjWUrcHFFNAyZN-TzyQ,"['Bakeries', 'Vegan', 'Gluten-Free', 'Food', 'Desserts', 'Restaurants']",Pittsburgh,"['Tuesday 9:0-18:0', 'Wednesday 9:0-18:0', 'Thursday 9:0-19:0', 'Friday 9:0-18:0', 'Saturday 9:0-18:0', 'Sunday 10:0-16:0']",1,40.4351892,-79.9226113,Gluuteny Bakery,Squirrel Hill,15217,63,4.0,PA,business,1
910 Freeport Rd,"['Alcohol: beer_and_wine', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'RestaurantsDelivery: True']",4wwmiKihQAit3e1VwujfVw,"['Drugstores', 'Shopping', 'Food', 'Bakeries', 'Meat Shops', 'Specialty Food', 'Grocery']",Pittsburgh,"['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0', 'Monday 0:0-0:30']",1,40.4882107543,-79.8938473445,Giant Eagle Market District,,15238,25,3.5,PA,business,1
105 Blue Spruce Way,"['Alcohol: none', 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",Ou1eo0K1F3AReNg2Z3kjYQ,"['Food', 'Health Markets', 'Specialty Food', 'Restaurants', 'Gluten-Free', 'Bakeries']",Murrysville,"['Monday 9:0-18:0', 'Tuesday 9:0-18:0', 'Wednesday 9:0-19:0', 'Thursday 9:0-19:0', 'Friday 9:0-19:0', 'Saturday 9:0-17:0', 'Sunday 11:0-15:0']",1,40.4273163,-79.7008769,Ali's Marketplace by Gluten Free Zone,,15668,8,3.0,PA,business,1
300 Cochran Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",WoiOpMEcbAfOqNYXqDwm3Q,"['Food', 'Bakeries']",Mt Lebanon,"['Monday 7:0-17:0', 'Tuesday 7:0-17:0', 'Wednesday 7:0-17:0', 'Thursday 7:0-17:0', 'Friday 7:0-17:0', 'Saturday 8:0-15:30', 'Sunday 8:0-14:30']",1,40.3802964,-80.0525518,La Gourmandine Bakery & Pastry Shop,,15228,33,4.5,PA,business,1
2034 Murray Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True', 'RestaurantsTakeOut: True']",7zWoldq0uQV73BjoTM3G5w,"['Food', 'Bakeries']",Pittsburgh,"['Monday 7:0-19:30', 'Tuesday 7:0-19:30', 'Wednesday 7:0-19:30', 'Thursday 7:0-19:30', 'Friday 7:0-19:30', 'Saturday 7:0-19:30', 'Sunday 7:0-19:0']",1,40.4338421543,-79.9230824102,Allegro Hearth Bakery,Squirrel Hill,15217,62,4.5,PA,business,1
2218 Murray Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",p5zpELzwGH_iRYSi5rRHGw,"['Bakeries', 'Food']",Pittsburgh,"['Monday 9:0-20:0', 'Tuesday 9:0-20:0', 'Wednesday 9:0-20:0', 'Thursday 9:0-20:0', 'Friday 9:0-20:0', 'Saturday 9:0-20:0', 'Sunday 9:0-20:0']",1,40.4317647,-79.923344,Bubble Pi,Squirrel Hill,15217,28,3.5,PA,business,1
433 Perry Hwy,"['BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",QIahrchu9mUW8DGZla8c7w,"['Food', 'Bakeries']",Pittsburgh,"['Monday 7:0-17:0', 'Tuesday 7:0-17:0', 'Wednesday 7:0-17:0', 'Thursday 7:0-17:0', 'Friday 7:0-17:0', 'Saturday 7:0-17:0']",1,40.5195763,-80.0324542,Schorr Bakery,West View,15229,12,5.0,PA,business,1
81 Clairton Blvd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 3', 'RestaurantsTakeOut: True']",T8c7Yl2Xp3cUkSfiRZpKMA,"['Food', 'Desserts', 'Bakeries']",Pittsburgh,"['Monday 6:0-18:0', 'Tuesday 6:0-18:0', 'Wednesday 6:0-18:0', 'Thursday 6:0-18:0', 'Friday 6:0-18:0', 'Saturday 7:0-19:0']",1,40.3393325563,-79.9615242464,Pastries A La Carte,,15206,21,4.0,PA,business,1
1671 Butler Plank Rd,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True']",3rMAVqvhL8xxaWbquAzYLQ,"['Photography Stores & Services', 'Videos & Video Game Rental', 'Drugstores', 'Food', 'Florists', 'Flowers & Gifts', 'Grocery', 'Shopping', 'Books', 'Mags', 'Music & Video', 'Bakeries']",Glenshaw,"['Monday 6:0-6:0', 'Tuesday 6:0-6:0', 'Wednesday 6:0-6:0', 'Thursday 6:0-6:0', 'Friday 6:0-6:0', 'Saturday 6:0-6:0', 'Sunday 6:0-6:0']",1,40.5377427,-79.9650248,Giant Eagle,,15116,6,3.5,PA,business,1
2955 Leechburg Rd,"[""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 3']",a5WXT59CESSn5KI04AyKTQ,"['Food', 'Bakeries']",Lower Burrell,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,40.5883508,-79.7208102,Fenoglietto's Wedding Cakes,,15068,3,4.0,PA,business,1
